Nome do cliente,Nome do item,Descricao,condicao,id do produto,escolha de doacao,aprovacao,pontos,justificacao,Creditos,Data da Transacao
Julia,Mochila,Vestuario,saudavel,umG1 - 894,1,Reprovado,8,0,803,2022-12-20
Taylor,Relogio,Acessorio,bom estado,CTE0 - 308,1,Reprovado,42,0,778,2023-05-06
Nicholas,Telefone,Eletronico,saudavel,wIb0 - 120,0,Reprovado,30,1,595,2023-09-13
Jesus,Caneta,Utensilio,usado,GBd1 - 302,1,Reprovado,64,1,595,2023-07-26
Brooke,Garrafa,Utensilio,bom estado,cHJ5 - 091,0,Aprovado,96,0,778,2023-03-20
Carol,Relogio,Acessorio,bom estado,aEZ6 - 569,1,Aprovado,36,1,870,2023-02-03
Carol,Chaveiro,Acessorio,saudavel,riQ2 - 173,0,Aprovado,28,1,749,2023-05-22
Taylor,Laptop,Eletronico,saudavel,Fdd2 - 537,0,Reprovado,37,0,850,2023-03-20
Taylor,Livro,Livro,novo,qDL0 - 428,1,Aprovado,35,1,711,2023-04-21
Christopher,Relogio,Acessorio,saudavel,PDb1 - 425,0,Reprovado,52,0,595,2023-03-20
Eric,Caneca,Utensilio,bom estado,jEm8 - 434,0,Aprovado,80,1,572,2023-09-13
Christian,Mochila,Vestuario,horrivel,Sbu2 - 598,0,Reprovado,90,1,510,2022-12-20
Christy,Caneca,Utensilio,saudavel,QZi0 - 301,0,Reprovado,82,0,591,2023-05-22
Jesus,Garrafa,Utensilio,bom estado,gIW4 - 792,1,Aprovado,38,1,749,2023-01-16
Eric,Laptop,Eletronico,novo,uOH9 - 228,0,Reprovado,62,0,589,2023-04-21
Brooke,Livro,Livro,novo,tMl9 - 831,0,Reprovado,23,0,829,2023-04-04
Julia,Laptop,Eletronico,usado,KeY6 - 329,0,Aprovado,89,0,870,2023-03-07
Jason,Chaveiro,Acessorio,novo,PSs3 - 009,1,Aprovado,4,0,763,2023-07-26
Julia,Laptop,Eletronico,usado,yeH6 - 162,1,Aprovado,81,0,591,2023-04-21
Shannon,Relogio,Acessorio,horrivel,htA0 - 953,1,Aprovado,13,0,829,2023-02-03
Kyle,Garrafa,Utensilio,usado,XPw9 - 650,0,Aprovado,13,1,510,2023-03-20
Jesus,Mochila,Vestuario,saudavel,FnM7 - 211,1,Reprovado,94,0,829,2023-03-20
Kevin,Chaveiro,Acessorio,bom estado,gAi9 - 135,0,Aprovado,74,0,586,2023-01-16
Kyle,Mochila,Vestuario,usado,oqR6 - 997,0,Aprovado,86,0,586,2023-10-06
Amy,Laptop,Eletronico,usado,avf6 - 641,1,Reprovado,10,1,829,2023-11-12
Jason,Garrafa,Utensilio,usado,isX1 - 825,0,Aprovado,42,1,574,2023-06-18
Carol,Camisa,Vestuario,novo,fWm5 - 069,1,Aprovado,26,1,778,2023-10-06
Allison,Livro,Livro,bom estado,Hap7 - 460,1,Aprovado,81,1,595,2023-03-20
Sherry,Chaveiro,Acessorio,saudavel,eEg3 - 903,0,Reprovado,72,0,711,2023-07-15
Kyle,Caneca,Utensilio,saudavel,YnX0 - 689,0,Reprovado,29,1,595,2023-07-15
Alicia,Caneta,Utensilio,saudavel,EJa7 - 133,1,Reprovado,70,0,744,2023-07-26
Amy,Laptop,Eletronico,horrivel,MyS4 - 490,0,Aprovado,51,0,595,2023-07-15
Jason,Garrafa,Utensilio,novo,QHr6 - 926,1,Aprovado,11,1,829,2023-01-16
Kevin,Laptop,Eletronico,usado,oFl5 - 746,0,Aprovado,65,0,829,2023-04-12
Julia,Relogio,Acessorio,bom estado,yZD0 - 052,1,Reprovado,98,1,778,2023-04-04
Julia,Laptop,Eletronico,saudavel,ciM8 - 167,1,Reprovado,24,1,854,2023-08-23
Shannon,Laptop,Eletronico,bom estado,lnv2 - 260,1,Aprovado,58,0,537,2023-11-13
Sherry,Chaveiro,Acessorio,saudavel,eZh7 - 979,1,Aprovado,70,0,510,2023-08-23
Christine,Caneta,Utensilio,bom estado,FRj7 - 757,1,Reprovado,62,0,586,2022-12-20
Taylor,Livro,Livro,novo,Lys6 - 642,0,Reprovado,40,0,763,2023-08-23
Brooke,Livro,Livro,usado,pcn8 - 953,1,Aprovado,95,1,537,2023-04-30
Taylor,Garrafa,Utensilio,horrivel,iqT2 - 033,0,Reprovado,34,1,591,2023-05-22
Nicholas,Camisa,Vestuario,saudavel,FVK6 - 233,0,Aprovado,9,0,744,2023-02-03
Christian,Garrafa,Utensilio,novo,qnr0 - 644,1,Reprovado,60,0,589,2023-04-04
Kevin,Mochila,Vestuario,saudavel,nsu7 - 067,1,Reprovado,53,0,591,2023-04-04
Taylor,Laptop,Eletronico,usado,sbI3 - 728,0,Aprovado,36,0,510,2023-03-07
Christopher,Chaveiro,Acessorio,bom estado,UXX2 - 240,1,Aprovado,10,0,744,2022-12-20
Christine,Relogio,Acessorio,horrivel,MRr2 - 703,1,Aprovado,31,1,537,2023-04-12
Christine,Mochila,Vestuario,usado,lVl5 - 952,1,Reprovado,77,0,591,2023-07-15
Kevin,Camisa,Vestuario,saudavel,Ydb2 - 966,1,Aprovado,13,0,803,2022-12-20
Christy,Camisa,Vestuario,horrivel,GDv7 - 688,0,Aprovado,97,0,595,2023-06-18
Amy,Garrafa,Utensilio,usado,hBs8 - 760,1,Reprovado,74,1,586,2023-04-21
Jesus,Garrafa,Utensilio,saudavel,ANt8 - 513,1,Aprovado,18,0,803,2023-11-13
Christine,Laptop,Eletronico,novo,Vid2 - 882,1,Aprovado,14,1,870,2023-07-26
Nicholas,Laptop,Eletronico,horrivel,vBA0 - 301,0,Reprovado,29,0,510,2023-04-12
Jason,Camisa,Vestuario,horrivel,tjx2 - 763,1,Aprovado,33,0,829,2023-09-13
Kyle,Mochila,Vestuario,saudavel,Jun7 - 586,0,Aprovado,66,0,870,2023-07-26
Amy,Caneca,Utensilio,usado,bZJ8 - 999,1,Reprovado,97,0,749,2023-11-12
Christine,Relogio,Acessorio,novo,BXf5 - 888,0,Aprovado,55,1,829,2023-02-03
Eric,Telefone,Eletronico,bom estado,FbA2 - 995,1,Aprovado,27,1,595,2023-06-18
Allison,Telefone,Eletronico,saudavel,EOr8 - 898,0,Aprovado,52,1,850,2023-01-16
Amy,Relogio,Acessorio,bom estado,Uui2 - 172,1,Reprovado,18,1,595,2023-03-20
Christine,Caneca,Utensilio,novo,sem6 - 464,1,Reprovado,14,0,744,2023-05-22
Christian,Mochila,Vestuario,novo,WAw7 - 021,0,Reprovado,83,0,586,2023-10-06
Christian,Caneca,Utensilio,novo,oCo3 - 381,1,Reprovado,34,1,870,2023-05-22
Alicia,Chaveiro,Acessorio,usado,CbJ8 - 078,1,Reprovado,54,0,595,2023-09-13
Charles,Relogio,Acessorio,bom estado,siZ4 - 688,0,Aprovado,88,0,589,2023-11-13
Christine,Caneta,Utensilio,bom estado,Mtn9 - 296,0,Reprovado,48,1,595,2023-11-13
Julia,Garrafa,Utensilio,usado,pxA5 - 890,0,Reprovado,73,1,854,2022-12-16
Shannon,Camisa,Vestuario,saudavel,hKK4 - 580,0,Reprovado,25,1,537,2023-05-06
Jason,Laptop,Eletronico,saudavel,JWZ5 - 230,1,Aprovado,15,1,586,2023-07-15
Jason,Relogio,Acessorio,usado,uzj6 - 178,0,Reprovado,3,1,586,2023-07-15
Christine,Garrafa,Utensilio,novo,xdO4 - 934,1,Reprovado,19,1,803,2023-02-03
Christian,Chaveiro,Acessorio,bom estado,yna5 - 728,0,Aprovado,31,1,854,2023-03-07
Jason,Telefone,Eletronico,usado,ViB1 - 065,0,Reprovado,89,1,591,2023-04-21
Christine,Relogio,Acessorio,novo,DdH6 - 512,0,Aprovado,95,0,763,2023-03-07
Alicia,Garrafa,Utensilio,novo,PkW5 - 774,0,Reprovado,51,0,648,2023-04-04
Shannon,Telefone,Eletronico,saudavel,VlN5 - 334,1,Reprovado,87,0,572,2023-04-12
Alicia,Livro,Livro,novo,HCY3 - 359,1,Reprovado,10,0,711,2023-03-20
Amy,Garrafa,Utensilio,usado,ikf7 - 336,0,Reprovado,56,1,537,2023-10-06
Julia,Relogio,Acessorio,usado,kIg0 - 764,1,Aprovado,79,0,829,2023-06-18
Charles,Telefone,Eletronico,horrivel,gzk6 - 491,0,Aprovado,58,1,648,2023-03-07
Shannon,Livro,Livro,saudavel,RJz2 - 477,1,Aprovado,67,0,574,2022-12-16
Julia,Mochila,Vestuario,novo,GCt7 - 955,0,Aprovado,99,0,829,2023-04-30
Charles,Caneta,Utensilio,saudavel,BVS7 - 059,0,Reprovado,76,1,749,2023-04-12
Kevin,Chaveiro,Acessorio,usado,Xlz6 - 831,0,Aprovado,80,1,711,2022-12-16
Kevin,Chaveiro,Acessorio,saudavel,spV5 - 551,0,Reprovado,85,0,586,2023-05-06
Kyle,Caneta,Utensilio,usado,Fbh8 - 570,0,Reprovado,52,1,591,2023-07-15
Alicia,Relogio,Acessorio,novo,whg8 - 996,1,Reprovado,11,1,850,2023-03-20
Jesus,Relogio,Acessorio,saudavel,TEG2 - 484,0,Reprovado,52,0,595,2023-04-04
Christy,Caneca,Utensilio,novo,iHU9 - 115,0,Reprovado,35,1,589,2023-11-12
Carol,Mochila,Vestuario,usado,Vlc3 - 666,0,Aprovado,59,1,591,2022-12-16
Jesus,Laptop,Eletronico,bom estado,bqu3 - 808,1,Reprovado,64,0,595,2022-12-16
Christopher,Garrafa,Utensilio,novo,rNi9 - 439,1,Aprovado,40,1,572,2023-05-06
Amy,Relogio,Acessorio,usado,wls4 - 720,1,Reprovado,93,1,744,2023-04-12
Carol,Livro,Livro,novo,uWK3 - 485,0,Reprovado,25,0,586,2022-12-20
Allison,Caneca,Utensilio,bom estado,OyU5 - 850,0,Reprovado,53,0,829,2023-11-12
Sherry,Mochila,Vestuario,horrivel,qJE4 - 205,0,Reprovado,87,1,586,2023-03-20
Christopher,Caneta,Utensilio,bom estado,ykj3 - 631,1,Reprovado,23,0,870,2022-12-16
Christian,Caneta,Utensilio,bom estado,ddv3 - 937,0,Aprovado,79,0,510,2023-04-12
Charles,Relogio,Acessorio,saudavel,Fru5 - 968,1,Reprovado,55,0,595,2023-04-21
Sherry,Telefone,Eletronico,usado,mUq3 - 601,1,Aprovado,69,0,586,2023-04-21
Kyle,Garrafa,Utensilio,usado,RSF3 - 918,1,Reprovado,68,1,591,2023-05-22
Carol,Livro,Livro,bom estado,gxL8 - 296,0,Aprovado,21,1,648,2023-07-26
Brooke,Laptop,Eletronico,saudavel,uwV6 - 678,0,Aprovado,58,0,589,2022-12-16
Nicholas,Mochila,Vestuario,novo,eQq5 - 124,1,Aprovado,79,0,803,2022-12-20
Kevin,Caneca,Utensilio,novo,Vuq3 - 369,0,Aprovado,62,1,778,2022-12-20
Kyle,Telefone,Eletronico,usado,EpQ1 - 232,1,Reprovado,53,1,589,2023-04-21
Julia,Camisa,Vestuario,saudavel,FMx6 - 636,1,Reprovado,81,1,591,2023-04-12
Allison,Mochila,Vestuario,novo,dHo0 - 916,1,Reprovado,58,1,572,2023-06-18
Nicholas,Livro,Livro,saudavel,nDe3 - 104,0,Aprovado,100,0,595,2023-02-03
Julia,Caneca,Utensilio,saudavel,ugK7 - 818,1,Aprovado,6,0,850,2023-04-04
Christy,Caneta,Utensilio,usado,jgE7 - 914,0,Reprovado,80,0,595,2022-12-20
Allison,Laptop,Eletronico,usado,NSB8 - 577,0,Aprovado,58,0,589,2023-05-06
Christy,Livro,Livro,horrivel,DKQ7 - 461,1,Aprovado,24,1,850,2023-07-15
Carol,Caneta,Utensilio,horrivel,QbR5 - 416,1,Reprovado,94,0,572,2023-04-12
Christopher,Relogio,Acessorio,bom estado,Vwv1 - 364,1,Reprovado,48,1,854,2023-11-12
Nicholas,Caneca,Utensilio,novo,WaR3 - 137,1,Reprovado,30,0,744,2023-06-18
Julia,Caneca,Utensilio,saudavel,MRT9 - 675,0,Reprovado,63,0,648,2023-04-30
Shannon,Livro,Livro,usado,fJm7 - 521,0,Aprovado,37,1,595,2023-04-12
Kevin,Chaveiro,Acessorio,novo,VAH3 - 418,1,Reprovado,84,0,574,2023-01-16
Christine,Camisa,Vestuario,usado,VMP2 - 538,1,Reprovado,27,1,829,2023-09-13
Christine,Garrafa,Utensilio,horrivel,BPz2 - 054,1,Reprovado,19,0,744,2023-09-13
Kevin,Telefone,Eletronico,bom estado,vRk3 - 353,0,Reprovado,55,1,510,2023-01-16
Eric,Relogio,Acessorio,horrivel,ZwY1 - 700,0,Aprovado,28,1,595,2022-12-20
Taylor,Chaveiro,Acessorio,bom estado,lHU3 - 259,0,Reprovado,9,0,711,2023-09-13
Nicholas,Garrafa,Utensilio,novo,Rze8 - 444,0,Reprovado,5,1,850,2023-07-15
Eric,Livro,Livro,horrivel,JZM9 - 664,0,Aprovado,28,1,803,2023-05-06
Jesus,Livro,Livro,horrivel,NNW8 - 232,0,Aprovado,0,1,537,2023-05-06
Eric,Livro,Livro,usado,Kae8 - 240,1,Aprovado,70,1,850,2023-05-06
Amy,Relogio,Acessorio,novo,IBb4 - 294,1,Reprovado,28,1,744,2023-11-13
Jesus,Relogio,Acessorio,novo,CtN5 - 803,0,Reprovado,26,1,589,2023-02-03
Taylor,Mochila,Vestuario,novo,KHy1 - 117,0,Aprovado,75,1,749,2023-11-13
Kevin,Caneca,Utensilio,novo,Ggs2 - 259,1,Reprovado,43,1,854,2023-04-04
Allison,Chaveiro,Acessorio,saudavel,Fxi3 - 321,0,Reprovado,69,1,595,2023-06-18
Eric,Caneca,Utensilio,horrivel,GCe9 - 741,0,Aprovado,96,0,510,2023-04-12
Brooke,Laptop,Eletronico,usado,RCc1 - 402,0,Aprovado,19,0,744,2023-03-20
Nicholas,Chaveiro,Acessorio,usado,MLr3 - 794,1,Reprovado,86,0,763,2023-04-04
Amy,Garrafa,Utensilio,novo,QsE4 - 543,1,Reprovado,76,0,749,2023-03-20
Christy,Laptop,Eletronico,horrivel,EVU5 - 939,1,Aprovado,86,1,870,2022-12-20
Allison,Relogio,Acessorio,novo,mEF9 - 234,0,Aprovado,62,0,870,2022-12-16
Christian,Relogio,Acessorio,bom estado,xHR0 - 090,0,Reprovado,12,0,850,2023-06-18
Amy,Laptop,Eletronico,saudavel,LWC3 - 794,0,Reprovado,75,0,850,2023-11-13
Kevin,Telefone,Eletronico,bom estado,uTj7 - 826,0,Aprovado,99,1,829,2023-06-18
